dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,single_trial_correlation,cell_id
,,[ 0.03 -0.19],"[[ 0.   -0.06]
 [ 0.   -0.04]]",[0.71 0.74],"[[0.04 0.07]
 [0.08 0.06]]",[ 0.77 -1.  ],[-0.99  0.93],[-0.18 -0.12],[ 0.89 -0.99],[-0.36  0.23],"[[ 0.   -0.  ]
 [-0.01 -0.  ]]","[[-0.06 -0.16]
 [-0.12 -0.15]]","[[ 0.  0.]
 [-0.  0.]]","[[ 0.08 -0.14]
 [ 0.14 -0.06]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.2  -0.19],"[[-0.06 -0.04]
 [-0.04 -0.01]]",[0.71 0.73],"[[0.07 0.07]
 [0.07 0.03]]",[ 1. -1.],[-0.99  0.9 ],[ 0.13 -0.16],[ 0.86 -0.98],[-0.03  0.29],"[[-0.    0.01]
 [ 0.   -0.01]]","[[-0.18 -0.02]
 [-0.02 -0.06]]","[[-0. -0.]
 [ 0. -0.]]","[[-0.1  -0.18]
 [-0.18  0.02]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.15 -0.18],"[[0.04 0.01]
 [0.   0.01]]",[0.73 0.73],"[[0.08 0.02]
 [0.03 0.03]]",[ 1. -1.],[-0.98  0.88],[ 0.02 -0.11],[ 0.89 -0.99],[-0.17  0.3 ],"[[ 0.   -0.01]
 [-0.01  0.01]]","[[-0.01  0.06]
 [-0.05 -0.02]]","[[-0.   -0.  ]
 [ 0.02  0.01]]","[[ 0.21 -0.  ]
 [ 0.06  0.07]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.15 -0.19],"[[ 0.01 -0.01]
 [-0.01  0.02]]",[0.73 0.73],"[[0.08 0.02]
 [0.02 0.03]]",[ 1. -1.],[-0.98  0.86],[ 0.02 -0.11],[ 0.89 -0.99],[-0.17  0.3 ],"[[ 0.   -0.  ]
 [-0.    0.01]]","[[ 0.15 -0.04]
 [-0.01  0.08]]","[[ 0.  0.]
 [-0. -0.]]","[[-0.09  0.01]
 [-0.04  0.04]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[ 0.17 -0.21],"[[-0.04  0.02]
 [-0.    0.02]]",[0.71 0.71],"[[0.05 0.09]
 [0.01 0.03]]",[ 1. -1.],[-0.97  0.84],[ 0.1  -0.16],[ 0.84 -0.98],[-0.14  0.27],"[[ 0.   -0.01]
 [-0.01  0.  ]]","[[-0.1  -0.07]
 [-0.02  0.06]]","[[-0. -0.]
 [-0.  0.]]","[[-0.08  0.19]
 [ 0.02  0.06]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[-0.03 -0.24],"[[-0.05 -0.01]
 [-0.04  0.01]]",[0.72 0.71],"[[0.07 0.04]
 [0.06 0.02]]",[ 0.69 -1.  ],[-0.98  0.86],[-0.3  -0.26],[ 0.93 -0.99],[-0.49  0.2 ],"[[-0.   -0.01]
 [-0.    0.01]]","[[-0.04  0.03]
 [-0.04  0.04]]","[[-0.    0.01]
 [-0.01  0.  ]]","[[-0.18 -0.07]
 [-0.17  0.01]]","[[-0.    0.  ]
 [ 0.01 -0.01]]",,
,,[ 0.1  -0.22],"[[-0.04 -0.02]
 [-0.06 -0.01]]",[0.73 0.7 ],"[[0.05 0.07]
 [0.08 0.03]]",[ 0.98 -1.  ],[-0.96  0.8 ],[-0.1  -0.19],[ 0.85 -0.98],[-0.29  0.26],"[[ 0.   -0.  ]
 [-0.    0.01]]","[[-0.11  0.06]
 [-0.06  0.02]]","[[ 0. -0.]
 [-0. -0.]]","[[-0.09 -0.14]
 [-0.22 -0.07]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.12 -0.2 ],"[[-0.04 -0.01]
 [ 0.01 -0.04]]",[0.73 0.72],"[[0.07 0.03]
 [0.05 0.05]]",[ 1. -1.],[-0.97  0.82],[-0.05 -0.12],[ 0.86 -0.98],[-0.23  0.3 ],"[[-0.01  0.01]
 [-0.   -0.01]]","[[-0.19 -0.07]
 [-0.07 -0.06]]","[[ 0.01 -0.  ]
 [ 0.01 -0.01]]","[[-0.03 -0.  ]
 [ 0.09 -0.13]]","[[ 0.01 -0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.17 -0.21],"[[-0.02 -0.02]
 [-0.01  0.02]]",[0.72 0.72],"[[0.03 0.03]
 [0.04 0.04]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.85 -0.98],[-0.14  0.27],"[[ 0.    0.  ]
 [ 0.   -0.01]]","[[-0.09 -0.07]
 [ 0.03  0.06]]","[[-0.02 -0.  ]
 [ 0.   -0.01]]","[[-0.   -0.04]
 [-0.09  0.06]]","[[-0.   -0.  ]
 [-0.01 -0.01]]",,
,,[-0.11 -0.24],"[[-0.03 -0.  ]
 [ 0.02 -0.04]]",[0.72 0.72],"[[0.04 0.1 ]
 [0.06 0.05]]",[ 0.57 -1.  ],[-0.99  0.89],[-0.41 -0.28],[ 0.89 -0.99],[-0.61  0.17],"[[-0.   -0.  ]
 [-0.01  0.  ]]","[[-0.11  0.14]
 [-0.03 -0.09]]","[[-0.01  0.  ]
 [-0.   -0.  ]]","[[-0.01 -0.16]
 [ 0.12 -0.13]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.14 -0.18],"[[ 0.01 -0.01]
 [-0.01 -0.05]]",[0.74 0.74],"[[0.03 0.06]
 [0.03 0.1 ]]",[ 1. -1.],[-0.99  0.9 ],[-0.02 -0.09],[ 0.9  -0.99],[-0.2  0.3],"[[-0.01  0.01]
 [-0.    0.01]]","[[ 0.    0.07]
 [-0.07 -0.04]]","[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.06 -0.13]
 [ 0.03 -0.24]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.11 -0.24],"[[ 0.01 -0.06]
 [ 0.01  0.  ]]",[0.71 0.72],"[[0.08 0.07]
 [0.01 0.1 ]]",[ 0.57 -1.  ],[-0.98  0.88],[-0.4  -0.28],[ 0.89 -0.99],[-0.6   0.17],"[[ 0.01  0.01]
 [-0.    0.01]]","[[ 0.13 -0.17]
 [ 0.03  0.15]]","[[ 0.   -0.01]
 [-0.01 -0.  ]]","[[-0.1  -0.11]
 [ 0.02 -0.16]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.19 -0.2 ],"[[-0.01 -0.03]
 [ 0.02 -0.  ]]",[0.71 0.73],"[[0.01 0.05]
 [0.04 0.  ]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.86 -0.98],[-0.06  0.28],"[[-0. -0.]
 [ 0. -0.]]","[[-0.01 -0.02]
 [ 0.01 -0.01]]","[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.03 -0.14]
 [ 0.1  -0.01]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[-0.14 -0.25],"[[-0.03 -0.02]
 [ 0.04  0.04]]",[0.72 0.71],"[[0.06 0.04]
 [0.06 0.04]]",[ 0.49 -1.  ],[-0.98  0.87],[-0.46 -0.29],[ 0.91 -0.99],[-0.68  0.15],"[[-0.  0.]
 [ 0. -0.]]","[[-0.14 -0.11]
 [ 0.05  0.09]]","[[ 0.   -0.01]
 [-0.01  0.01]]","[[-0.02  0.01]
 [ 0.15  0.1 ]]","[[-0.    0.  ]
 [-0.    0.02]]",,
,,[ 0.15 -0.2 ],"[[ 0.    0.02]
 [-0.03 -0.  ]]",[0.72 0.71],"[[0.02 0.04]
 [0.03 0.02]]",[ 1. -1.],[-0.97  0.83],[ 0.05 -0.17],[ 0.84 -0.98],[-0.19  0.3 ],"[[ 0.01  0.  ]
 [-0.01  0.01]]","[[ 0.04 -0.02]
 [-0.07 -0.04]]","[[-0.01  0.  ]
 [ 0.   -0.01]]","[[-0.04  0.1 ]
 [-0.05  0.01]]","[[ 0.  0.]
 [-0.  0.]]",,
,,[ 0.01 -0.24],"[[-0.05  0.  ]
 [-0.01 -0.  ]]",[0.7 0.7],"[[0.07 0.  ]
 [0.03 0.02]]",[ 0.77 -1.  ],[-0.96  0.81],[-0.2  -0.23],[ 0.86 -0.98],[-0.4   0.22],"[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.08  0.01]
 [ 0.01  0.03]]","[[0.   0.01]
 [0.01 0.01]]","[[-0.18  0.  ]
 [-0.07 -0.04]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.13 -0.19],"[[-0.03  0.02]
 [-0.   -0.04]]",[0.73 0.72],"[[0.04 0.05]
 [0.06 0.05]]",[ 1. -1.],[-0.98  0.85],[-0.04 -0.12],[ 0.87 -0.98],[-0.22  0.3 ],"[[ 0.    0.01]
 [-0.    0.  ]]","[[-0.03 -0.04]
 [-0.09 -0.13]]","[[ 0.    0.01]
 [-0.   -0.01]]","[[-0.11  0.1 ]
 [ 0.09 -0.06]]","[[0.   0.  ]
 [0.   0.01]]",,
,,[-0.09 -0.25],"[[-0.03 -0.03]
 [-0.01 -0.03]]",[0.71 0.71],"[[0.04 0.05]
 [0.01 0.04]]",[ 0.58 -1.  ],[-0.97  0.84],[-0.37 -0.27],[ 0.89 -0.99],[-0.56  0.18],"[[-0.01 -0.  ]
 [ 0.01 -0.  ]]","[[-0.11 -0.05]
 [-0.04 -0.1 ]]","[[-0.   -0.  ]
 [-0.01  0.  ]]","[[-0.02 -0.12]
 [-0.02 -0.04]]","[[-0.    0.  ]
 [-0.01 -0.  ]]",,
,,[ 0.18 -0.2 ],"[[ 0.05 -0.  ]
 [ 0.02  0.05]]",[0.71 0.72],"[[0.09 0.06]
 [0.03 0.08]]",[ 1. -1.],[-0.98  0.85],[ 0.12 -0.16],[ 0.84 -0.98],[-0.09  0.28],"[[-0.01 -0.  ]
 [-0.    0.02]]","[[ 0.05 -0.09]
 [-0.01  0.01]]","[[ 0. -0.]
 [ 0. -0.]]","[[0.23 0.09]
 [0.07 0.21]]","[[ 0.    0.  ]
 [ 0.01 -0.  ]]",,
,,[ 0.09 -0.22],"[[ 0.01 -0.  ]
 [-0.03 -0.01]]",[0.74 0.71],"[[0.05 0.01]
 [0.06 0.05]]",[ 1. -1.],[-0.97  0.83],[-0.11 -0.21],[ 0.85 -0.98],[-0.3   0.24],"[[-0.02 -0.01]
 [ 0.    0.01]]","[[-0.05  0.01]
 [-0.14 -0.1 ]]","[[ 0.01 -0.  ]
 [ 0.01  0.  ]]","[[ 0.1  -0.01]
 [-0.04  0.03]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.12 -0.21],"[[-0.03  0.01]
 [-0.01  0.05]]",[0.74 0.73],"[[0.06 0.05]
 [0.02 0.09]]",[ 1. -1.],[-0.98  0.89],[-0.07 -0.2 ],[ 0.87 -0.98],[-0.23  0.25],"[[-0.01 -0.02]
 [-0.03  0.01]]","[[-0.01 -0.04]
 [-0.03  0.01]]","[[0.   0.01]
 [0.02 0.  ]]","[[-0.15  0.11]
 [-0.02  0.22]]","[[ 0.01  0.  ]
 [ 0.01 -0.  ]]",,
,,[-0.04 -0.25],"[[-0.01 -0.07]
 [-0.02 -0.03]]",[0.7 0.7],"[[0.08 0.11]
 [0.04 0.05]]",[ 0.64 -1.  ],[-0.97  0.81],[-0.29 -0.26],[ 0.9  -0.99],[-0.48  0.2 ],"[[-0.   -0.  ]
 [ 0.   -0.03]]","[[ 0.12 -0.06]
 [ 0.   -0.02]]","[[-0.    0.  ]
 [ 0.01  0.  ]]","[[-0.14 -0.28]
 [-0.11 -0.13]]","[[0.   0.  ]
 [0.01 0.01]]",,
,,[-0.05 -0.25],"[[-0.03  0.02]
 [-0.03  0.  ]]",[0.72 0.7 ],"[[0.07 0.02]
 [0.05 0.06]]",[ 0.65 -1.  ],[-0.97  0.83],[-0.32 -0.26],[ 0.93 -0.99],[-0.52  0.19],"[[-0.    0.  ]
 [-0.01 -0.01]]","[[ 0.02  0.02]
 [-0.13 -0.09]]","[[-0.01 -0.  ]
 [ 0.   -0.  ]]","[[-0.18  0.06]
 [-0.02  0.1 ]]","[[ 0.   -0.  ]
 [ 0.01 -0.  ]]",,
,,[-0.03 -0.25],"[[-0.04  0.02]
 [ 0.01  0.  ]]",[0.7 0.7],"[[0.06 0.04]
 [0.02 0.1 ]]",[ 0.66 -1.  ],[-0.96  0.8 ],[-0.29 -0.25],[ 0.89 -0.99],[-0.47  0.2 ],"[[-0.  0.]
 [-0. -0.]]","[[-0.04  0.1 ]
 [ 0.04 -0.16]]","[[-0.01 -0.  ]
 [ 0.   -0.  ]]","[[-0.17 -0.02]
 [ 0.    0.16]]","[[0.   0.  ]
 [0.   0.01]]",,
,,[ 0.19 -0.2 ],"[[ 0.01 -0.03]
 [-0.02 -0.01]]",[0.72 0.72],"[[0.02 0.03]
 [0.06 0.01]]",[ 1. -1.],[-0.98  0.87],[ 0.12 -0.16],[ 0.87 -0.99],[-0.09  0.28],"[[-0.01 -0.  ]
 [ 0.   -0.  ]]","[[ 0.02 -0.08]
 [ 0.03 -0.01]]","[[-0. -0.]
 [-0. -0.]]","[[ 0.04 -0.05]
 [-0.15 -0.02]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.19 -0.19],"[[-0.01  0.  ]
 [ 0.02  0.06]]",[0.71 0.73],"[[0.01 0.06]
 [0.08 0.09]]",[ 1. -1.],[-0.98  0.89],[ 0.13 -0.16],[ 0.86 -0.98],[-0.04  0.29],"[[-0.   -0.  ]
 [-0.    0.01]]","[[-0.02 -0.08]
 [-0.05  0.22]]","[[ 0.    0.  ]
 [-0.01 -0.  ]]","[[-0.03  0.1 ]
 [ 0.17  0.06]]","[[-0.   -0.  ]
 [-0.01  0.  ]]",,
,,[ 0.16 -0.2 ],"[[-0.03  0.  ]
 [ 0.03  0.01]]",[0.72 0.72],"[[0.07 0.06]
 [0.04 0.05]]",[ 1. -1.],[-0.97  0.83],[ 0.08 -0.17],[ 0.84 -0.98],[-0.17  0.3 ],"[[-0.   -0.01]
 [ 0.01 -0.01]]","[[-0.17  0.1 ]
 [ 0.08  0.09]]","[[ 0.  0.]
 [ 0. -0.]]","[[ 0.04 -0.09]
 [ 0.08 -0.05]]","[[-0. -0.]
 [-0.  0.]]",,
,,[-0.01 -0.24],"[[-0.02  0.01]
 [ 0.04  0.01]]",[0.7 0.7],"[[0.06 0.02]
 [0.05 0.03]]",[ 0.71 -1.  ],[-0.97  0.81],[-0.25 -0.24],[ 0.89 -0.99],[-0.44  0.21],"[[ 0.01  0.  ]
 [-0.01 -0.  ]]","[[-0.15  0.02]
 [ 0.08 -0.01]]","[[ 0.    0.  ]
 [-0.   -0.01]]","[[0.03 0.04]
 [0.12 0.08]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[-0.05 -0.21],"[[ 0.02 -0.04]
 [ 0.05 -0.03]]",[0.71 0.73],"[[0.02 0.04]
 [0.06 0.04]]",[ 0.65 -1.  ],[-0.99  0.92],[-0.32 -0.2 ],[ 0.9  -0.99],[-0.49  0.2 ],"[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.05 -0.07]
 [ 0.13 -0.08]]","[[-0.   -0.01]
 [-0.    0.01]]","[[ 0.05 -0.12]
 [ 0.13 -0.08]]","[[-0.   -0.01]
 [-0.    0.  ]]",,
,,[-0.03 -0.23],"[[0.06 0.03]
 [0.04 0.05]]",[0.7  0.71],"[[0.07 0.07]
 [0.07 0.06]]",[ 0.68 -1.  ],[-0.98  0.87],[-0.27 -0.24],[ 0.88 -0.98],[-0.45  0.21],"[[ 0.   -0.  ]
 [-0.01 -0.  ]]","[[ 0.15 -0.01]
 [ 0.17  0.13]]","[[ 0.  0.]
 [-0. -0.]]","[[0.15 0.18]
 [0.05 0.13]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.14 -0.21],"[[ 0.03  0.03]
 [-0.04 -0.01]]",[0.72 0.71],"[[0.04 0.04]
 [0.06 0.03]]",[ 1. -1.],[-0.97  0.82],[ 0.04 -0.17],[ 0.85 -0.98],[-0.2  0.3],"[[-0.01  0.  ]
 [ 0.01  0.  ]]","[[ 0.08  0.09]
 [-0.16 -0.08]]","[[-0.   -0.01]
 [-0.   -0.01]]","[[ 0.1   0.04]
 [-0.04  0.02]]","[[ 0.   -0.  ]
 [-0.   -0.01]]",,
,,[ 0.17 -0.21],"[[ 0.03 -0.  ]
 [ 0.   -0.04]]",[0.72 0.72],"[[0.04 0.01]
 [0.02 0.05]]",[ 1. -1.],[-0.98  0.85],[ 0.11 -0.16],[ 0.86 -0.98],[-0.14  0.27],"[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[ 0.12 -0.02]
 [-0.03 -0.11]]","[[-0.   -0.  ]
 [-0.01 -0.  ]]","[[ 0.03  0.01]
 [ 0.04 -0.07]]","[[ 0.01 -0.  ]
 [ 0.01 -0.01]]",,
,,[ 0.15 -0.2 ],"[[-0.05  0.02]
 [ 0.    0.03]]",[0.71 0.72],"[[0.1  0.04]
 [0.03 0.1 ]]",[ 1. -1.],[-0.98  0.85],[ 0.07 -0.17],[ 0.83 -0.98],[-0.17  0.29],"[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[-0.02  0.01]
 [ 0.07 -0.07]]","[[-0.    0.01]
 [-0.02  0.02]]","[[-0.25  0.11]
 [-0.03  0.21]]","[[ 0.01 -0.  ]
 [-0.01 -0.  ]]",,
,,[-0.03 -0.24],"[[0.01 0.02]
 [0.01 0.05]]",[0.7  0.69],"[[0.02 0.08]
 [0.02 0.09]]",[ 0.68 -1.  ],[-0.96  0.8 ],[-0.27 -0.25],[ 0.87 -0.98],[-0.46  0.21],"[[ 0.    0.01]
 [-0.    0.01]]","[[ 0.04 -0.07]
 [-0.   -0.  ]]","[[-0.01  0.01]
 [-0.01 -0.  ]]","[[-0.01  0.17]
 [ 0.05  0.22]]","[[ 0. -0.]
 [ 0.  0.]]",,
,,[ 0.   -0.24],"[[ 0.03 -0.  ]
 [-0.03  0.01]]",[0.71 0.7 ],"[[0.03 0.02]
 [0.04 0.01]]",[ 0.75 -1.  ],[-0.97  0.82],[-0.23 -0.24],[ 0.89 -0.99],[-0.43  0.21],"[[ 0.   -0.01]
 [-0.01  0.  ]]","[[ 0.06 -0.03]
 [-0.04  0.01]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.08  0.03]
 [-0.1   0.04]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.03 -0.23],"[[-0.   -0.03]
 [-0.02 -0.  ]]",[0.7 0.7],"[[0.06 0.08]
 [0.04 0.03]]",[ 0.77 -1.  ],[-0.97  0.82],[-0.17 -0.2 ],[ 0.86 -0.98],[-0.37  0.23],"[[-0.01 -0.01]
 [ 0.    0.01]]","[[ 0.09  0.04]
 [-0.01  0.03]]","[[ 0.01  0.  ]
 [-0.    0.  ]]","[[-0.09 -0.17]
 [-0.11 -0.06]]","[[-0.  0.]
 [-0. -0.]]",,
,,[-0.19 -0.25],"[[-0.02  0.03]
 [ 0.01  0.01]]",[0.73 0.72],"[[0.03 0.05]
 [0.03 0.04]]",[ 0.39 -1.  ],[-0.99  0.91],[-0.52 -0.31],[ 0.92 -0.99],[-0.76  0.12],"[[ 0.01 -0.01]
 [ 0.02 -0.  ]]","[[-0.02  0.02]
 [ 0.06 -0.03]]","[[-0.    0.  ]
 [ 0.01 -0.01]]","[[-0.08  0.12]
 [-0.01  0.09]]","[[ 0.01  0.01]
 [-0.01 -0.  ]]",,
,,[-0.05 -0.22],"[[ 0.05 -0.02]
 [ 0.03 -0.01]]",[0.71 0.73],"[[0.07 0.1 ]
 [0.04 0.02]]",[ 0.64 -1.  ],[-0.99  0.91],[-0.32 -0.22],[ 0.89 -0.99],[-0.49  0.2 ],"[[ 0.  0.]
 [-0. -0.]]","[[ 0.18  0.1 ]
 [ 0.08 -0.01]]","[[ 0.    0.01]
 [-0.01  0.  ]]","[[ 0.04 -0.2 ]
 [ 0.07 -0.04]]","[[0.   0.  ]
 [0.01 0.01]]",,
,,[ 0.11 -0.19],"[[-0.03  0.01]
 [ 0.01 -0.02]]",[0.74 0.73],"[[0.05 0.02]
 [0.02 0.02]]",[ 1. -1.],[-0.98  0.87],[-0.08 -0.12],[ 0.88 -0.99],[-0.26  0.28],"[[ 0.01 -0.01]
 [ 0.   -0.01]]","[[-0.03  0.02]
 [-0.01 -0.05]]","[[-0.    0.01]
 [-0.   -0.  ]]","[[-0.12  0.04]
 [ 0.05 -0.05]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[-0.05 -0.24],"[[ 0.02 -0.05]
 [-0.02 -0.03]]",[0.7  0.71],"[[0.08 0.1 ]
 [0.04 0.06]]",[ 0.63 -1.  ],[-0.97  0.84],[-0.31 -0.26],[ 0.88 -0.98],[-0.49  0.2 ],"[[-0.   -0.01]
 [ 0.    0.01]]","[[-0.06 -0.02]
 [-0.1  -0.02]]","[[-0. -0.]
 [-0. -0.]]","[[ 0.17 -0.25]
 [-0.01 -0.16]]","[[ 0.    0.01]
 [-0.    0.  ]]",,
,,[-0.03 -0.24],"[[-0.04 -0.02]
 [ 0.   -0.01]]",[0.72 0.71],"[[0.08 0.04]
 [0.01 0.03]]",[ 0.68 -1.  ],[-0.98  0.85],[-0.29 -0.26],[ 0.92 -0.99],[-0.49  0.2 ],"[[-0. -0.]
 [ 0. -0.]]","[[ 0.   -0.02]
 [ 0.02  0.02]]","[[ 0.    0.01]
 [ 0.   -0.  ]]","[[-0.19 -0.1 ]
 [-0.02 -0.07]]","[[-0. -0.]
 [ 0.  0.]]",,
,,[ 0.05 -0.2 ],"[[-0.02 -0.01]
 [-0.01 -0.03]]",[0.71 0.72],"[[0.03 0.01]
 [0.06 0.06]]",[ 0.82 -1.  ],[-0.98  0.87],[-0.13 -0.13],[ 0.87 -0.98],[-0.32  0.24],"[[ 0.    0.  ]
 [ 0.   -0.01]]","[[-0.08 -0.03]
 [-0.12 -0.15]]","[[ 0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.   -0.02]
 [ 0.05  0.01]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[-0.03 -0.2 ],"[[-0.02  0.02]
 [ 0.   -0.06]]",[0.72 0.74],"[[0.03 0.02]
 [0.02 0.1 ]]",[ 0.69 -1.  ],[-0.99  0.94],[-0.28 -0.14],[ 0.9  -0.99],[-0.47  0.2 ],"[[ 0.01  0.  ]
 [-0.01  0.  ]]","[[-0.06  0.06]
 [-0.02 -0.06]]","[[ 0.01  0.  ]
 [ 0.   -0.  ]]","[[-0.05  0.05]
 [ 0.04 -0.25]]","[[ 0.    0.  ]
 [-0.   -0.01]]",,
,,[ 0.15 -0.18],"[[-0.05 -0.04]
 [-0.01  0.04]]",[0.73 0.73],"[[0.07 0.06]
 [0.05 0.04]]",[ 1. -1.],[-0.98  0.87],[ 0.01 -0.11],[ 0.89 -0.99],[-0.18  0.3 ],"[[ 0.   -0.  ]
 [ 0.01  0.  ]]","[[-0.15 -0.14]
 [ 0.03  0.07]]","[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[-0.11 -0.07]
 [-0.1   0.12]]","[[0.   0.  ]
 [0.02 0.02]]",,
,,[ 0.03 -0.22],"[[-0.02  0.01]
 [ 0.05  0.03]]",[0.7  0.71],"[[0.07 0.04]
 [0.06 0.08]]",[ 0.78 -1.  ],[-0.97  0.83],[-0.17 -0.17],[ 0.87 -0.98],[-0.36  0.23],"[[-0.   -0.  ]
 [ 0.01 -0.  ]]","[[ 0.05 -0.03]
 [ 0.15 -0.01]]","[[ 0.    0.  ]
 [ 0.01 -0.01]]","[[-0.14  0.1 ]
 [ 0.07  0.19]]","[[ 0.01 -0.  ]
 [-0.   -0.01]]",,
,,[-0.16 -0.24],"[[-0.12  0.49]
 [-0.    0.04]]",[0.73 0.73],"[[0.18 1.01]
 [0.02 0.05]]",[ 0.47 -1.  ],[-0.99  0.95],[-0.49 -0.3 ],[ 0.91 -0.99],[-0.71  0.14],"[[-0.   -0.  ]
 [ 0.01 -0.01]]","[[ 0.05 -0.04]
 [ 0.01  0.08]]","[[-0.44  2.51]
 [ 0.01  0.01]]","[[-0.22 -0.02]
 [-0.05  0.11]]","[[0.   0.  ]
 [0.01 0.  ]]",,
,,[-0.22 -0.26],"[[-0.02  0.01]
 [ 0.01  0.01]]",[0.73 0.72],"[[0.04 0.01]
 [0.02 0.03]]",[ 0.34 -1.  ],[-0.99  0.92],[-0.55 -0.32],[ 0.92 -0.99],[-0.8  0.1],"[[-0.01 -0.01]
 [-0.01 -0.  ]]","[[-0.11  0.03]
 [ 0.    0.  ]]","[[-0.    0.01]
 [-0.01  0.01]]","[[0.02 0.  ]
 [0.05 0.07]]","[[-0.   -0.  ]
 [ 0.01 -0.  ]]",,
,,[ 0.04 -0.22],"[[ 0.   -0.01]
 [ 0.01  0.03]]",[0.7 0.7],"[[0.06 0.09]
 [0.03 0.06]]",[ 0.79 -1.  ],[-0.97  0.83],[-0.15 -0.17],[ 0.86 -0.98],[-0.35  0.23],"[[ 0.   -0.01]
 [ 0.   -0.01]]","[[ 0.09 -0.16]
 [ 0.08 -0.02]]","[[ 0.   -0.  ]
 [ 0.01  0.01]]","[[-0.09  0.12]
 [-0.02  0.15]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.11 -0.21],"[[-0.04  0.  ]
 [ 0.    0.02]]",[0.73 0.71],"[[0.04 0.05]
 [0.05 0.03]]",[ 1. -1.],[-0.97  0.81],[-0.06 -0.18],[ 0.84 -0.98],[-0.24  0.29],"[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.1  -0.06]
 [-0.06  0.03]]","[[-0.01 -0.  ]
 [ 0.   -0.01]]","[[-0.08  0.09]
 [ 0.08  0.08]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.18 -0.2 ],"[[0.   0.  ]
 [0.03 0.02]]",[0.72 0.72],"[[0.02 0.04]
 [0.05 0.03]]",[ 1. -1.],[-0.98  0.86],[ 0.12 -0.16],[ 0.86 -0.98],[-0.09  0.28],"[[-0.    0.  ]
 [ 0.01 -0.01]]","[[-0.03  0.07]
 [ 0.13  0.03]]","[[ 0.   -0.01]
 [-0.   -0.  ]]","[[ 0.02 -0.05]
 [ 0.02  0.06]]","[[ 0.01  0.  ]
 [ 0.   -0.  ]]",,
,,[-0.27 -0.26],"[[-0.05 -0.01]
 [-0.01 -0.02]]",[0.74 0.73],"[[0.06 0.02]
 [0.04 0.03]]",[ 0.24 -1.  ],[-1.    0.96],[-0.63 -0.34],[ 0.93 -0.99],[-0.88  0.05],"[[ 0.    0.  ]
 [-0.01 -0.01]]","[[-0.11 -0.01]
 [ 0.04 -0.01]]","[[0. 0.]
 [0. 0.]]","[[-0.14 -0.05]
 [-0.07 -0.08]]","[[-0.  0.]
 [ 0. -0.]]",,
,,[ 0.15 -0.2 ],"[[0.05 0.01]
 [0.02 0.01]]",[0.72 0.72],"[[0.06 0.06]
 [0.09 0.04]]",[ 1. -1.],[-0.97  0.83],[ 0.04 -0.16],[ 0.86 -0.98],[-0.19  0.3 ],"[[ 0.01 -0.  ]
 [-0.   -0.01]]","[[ 0.12 -0.05]
 [-0.09 -0.02]]","[[ 0.   -0.01]
 [-0.01  0.  ]]","[[0.14 0.11]
 [0.17 0.09]]","[[-0.   -0.  ]
 [ 0.    0.01]]",,
